Date,PX_LAST,PX_VOLUME,HISTORICAL_MARKET_CAP,PX_TO_BOOK_RATIO,PROF_MARGIN,TRAIL_12M_PROF_MARGIN,RETURN_ON_ASSET,TOT_DEBT_TO_TOT_EQY,NET_DEBT_TO_SHRHLDR_EQTY,CUR_RATIO,DVD_PAYOUT_RATIO,IS_EPS,BOOK_VAL_PER_SH,EQY_DPS,ASSET_TURNOVER,RETENTION_RATIO,CURR_ENTP_VAL,EBITDA,NET_DEBT_TO_EBITDA,PX_TO_EBITDA,EBITDA_EV_YIELD,EARN_YLD_HIST,EBIT_YIELD,NET_OPER_PROFIT_AFTER_TAX,NET_INCOME,ARD_TOTAL_SHARE_CAPITAL,QUICK_RATIO,DEBT_TO_MKT_CAP,CASH_RATIO,PX_TO_SALES_RATIO,PE,Open,Close,High,Low,Volume,WilliamR,Momentum_14,RSI_14,CCI_20,ADX_14_14,MACD_26_12,KST_10_15_20_30_10_10_10_15,TSI_25_13,ACCDIST_14,Chaikin,MFI_14,EoM_14,COPP_14,KelChM_20,KelChU_20,KelChD_20
1/31/2007,0.0828461876925011,0.15878297562008953,0.09844887368702582,1.0,1.0,1.0,1.0,0.6029557717728129,0.6332926573906262,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.034276743097860086,0.0,0.31050874313847543,0.5443337104707799,0.0,0.2381844503108235,0.19926743267067903,0.0,0.0,0.0,0.0,0.1015015015015015,0.0,0.7153616287262216,0.5163921685001873,0.08587846847418883,0.0828461876925011,0.08015171462604226,0.08453808752025932,0.002335968555987315,0.3502500117723593,0.34162585700293857,0.5309705005094517,0.4575537731834518,0.26117702122785097,0.7387221160861474,0.4133221749768352,0.4849910359148476,0.3073323963455644,0.15215022340690743,0.7500000000000001,0.6877357265710013,0.453146606015788,0.07110469388599847,0.06376331952272109,0.07887658740017431
2/28/2007,0.07671758124332138,0.0636381765513604,0.09844887368702582,0.9705888457088302,1.0,1.0,1.0,0.6029557717728129,0.6332926573906262,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.03049579896914671,0.0,0.31050874313847543,0.5201567928873484,0.0,0.2575576939453291,0.21486108578029062,0.0,0.0,0.0,0.0,0.1045045045045045,0.0,0.6843614100726416,0.49040846175042924,0.07552860499079309,0.07671758124332138,0.07704846091154162,0.06564019448946515,0.0025719396978309368,0.5305081935107414,0.33300685602350666,0.11658813739097718,0.2666112644081778,0.2457758665160909,0.7408678255075745,0.4031510097580201,0.46833801352547616,0.3072914468911552,0.17400819273369558,0.5,0.6705741103357041,0.3897112603551648,0.0673837306499967,0.061313577903299284,0.07380985448289921
3/30/2007,0.07080897605129173,0.16667873789693555,0.03883782055111386,0.5540722138917569,0.5454675377705187,0.5454675377705187,1.0,1.0,1.0,0.22477414429316706,0.9024877106905332,0.05853074448853095,0.023995643143016356,0.1910877301562744,1.0,0.09751228930946663,0.03044074734963761,0.05046538937078105,0.42450908267783377,0.31795495213564107,0.43939430648092065,0.3909988929575066,0.3867712322937565,0.04838509782379302,0.03753933661438523,0.0,0.11471919084375831,0.29729729729729737,0.06482875423409862,0.3476348971113434,0.31239092495637005,0.07184583148136388,0.07080897605129173,0.06930599962384806,0.07491085899513776,0.00044707104757740523,0.7071348678938172,0.4141038197845254,0.5626770075497383,0.6222276641915779,0.0772382560334243,0.7712475431345754,0.3149856370092759,0.39542126486158835,0.30599434710394335,0.16653569081810732,0.875,0.7109164763486856,0.3674683152898134,0.05465171472328494,0.04873036273633061,0.06092031169509504
4/30/2007,0.05965176943868252,0.21601650578808132,0.03883782055111386,0.5194932886428374,0.5454675377705187,0.5454675377705187,1.0,1.0,1.0,0.22477414429316706,0.9024877106905332,0.05853074448853095,0.023995643143016356,0.1910877301562744,1.0,0.09751228930946663,0.02354890012355855,0.05046538937078105,0.42450908267783377,0.2826645161808013,0.43939430648092065,0.4370050242697777,0.42709283239102686,0.04838509782379302,0.03753933661438523,0.0,0.11471919084375831,0.31351351351351353,0.06482875423409862,0.3062121911518186,0.272576326034579,0.060003809765699426,0.05965176943868252,0.056924330762961585,0.062269043760129636,0.00881391472786213,0.0,0.18119490695396687,0.08154056139901115,0.15909861036449227,0.4514323573521455,0.7788518009293693,0.5963923099125853,0.4060039997503399,0.305467815548902,0.17444743773162094,0.625,0.706350343863473,0.5205258076348689,0.07120091642561754,0.06913163532666443,0.07339154607561962
5/31/2007,0.06600037714501225,0.06852891400686185,0.03883782055111386,0.5391837412378783,0.5454675377705187,0.5454675377705187,1.0,1.0,1.0,0.22477414429316706,0.9024877106905332,0.05853074448853095,0.023995643143016356,0.1910877301562744,1.0,0.09751228930946663,0.027473424050516438,0.05046538937078105,0.42450908267783377,0.3027611275607232,0.43939430648092065,0.41024440091969683,0.4036415587573713,0.04838509782379302,0.03753933661438523,0.0,0.11471919084375831,0.3039039039039039,0.06482875423409862,0.3298024829328735,0.2952321399552042,0.06784557749698394,0.06600037714501225,0.06309949219484673,0.06619124797406807,0.003886212919408262,0.2618931958553089,0.3929480901077379,0.5462718265058262,0.4629294206429299,0.3513658890564926,0.774921172807457,0.34307854971955315,0.38646733773118236,0.3085270489451142,0.17418279026461825,0.7500000000000001,0.7092578009392233,0.41922474204949106,0.052328397314154874,0.04550550551596932,0.05955140296545234
6/29/2007,0.06684895342259098,0.10336614107254255,0.03883782055111386,0.541824700492391,0.5454675377705187,0.5454675377705187,1.0,1.0,1.0,0.22477414429316706,0.9024877106905332,0.05853074448853095,0.023995643143016356,0.1910877301562744,1.0,0.09751228930946663,0.027999884860861017,0.05046538937078105,0.42450908267783377,0.3054572590934258,0.43939430648092065,0.4067742484884611,0.40060186029545874,0.04838509782379302,0.03753933661438523,0.0,0.11471919084375831,0.3027027027027027,0.06482875423409862,0.33296081241952347,0.29825974521482923,0.05451139754905074,0.06684895342259098,0.06466679205065515,0.05889789303079417,0.08420117021751754,0.9325091377815402,0.42487757100881524,0.4410767260129992,0.9041084927778757,0.3415904940313044,0.7922398930853358,0.30539989730564693,0.318918657493238,0.5166834971510661,0.25185564620793105,0.375,0.673382056751056,0.31436069394782057,0.04014630126470842,0.03486818069444711,0.04573394589324597
7/31/2007,0.06134892199383995,0.09579922168043989,0.03883782055111386,0.5247752071518628,0.5454675377705187,0.5454675377705187,1.0,1.0,1.0,0.22477414429316706,0.9024877106905332,0.05853074448853095,0.023995643143016356,0.1910877301562744,1.0,0.09751228930946663,0.02460182132148919,0.05046538937078105,0.42450908267783377,0.28805677924620665,0.43939430648092065,0.42966022311164087,0.42066387014408174,0.04838509782379302,0.03753933661438523,0.0,0.11471919084375831,0.3111111111111111,0.06482875423409862,0.3125288501251186,0.2786315365538292,0.06213092894786968,0.06134892199383995,0.05924393454955802,0.06395461912479743,0.0031121485880049177,0.6975408968832176,0.37845249755142035,0.7570854337166713,0.6829260852146144,0.1998765866054875,0.7243494039764407,0.48230966358461025,0.5293322045435077,0.3081074192257662,0.1700918914844546,0.625,0.6987196597697901,0.47470629636078976,0.04582611888267898,0.03729701562200286,0.054855393107538716
8/31/2007,0.05188886793638822,0.14348178345851836,0.03883782055111386,0.4954807946744978,0.5454675377705187,0.5454675377705187,1.0,1.0,1.0,0.22477414429316706,0.9024877106905332,0.05853074448853095,0.023995643143016356,0.1910877301562744,1.0,0.09751228930946663,0.018762894870582216,0.05046538937078105,0.42450908267783377,0.2581586063567721,0.43939430648092065,0.4718342842544494,0.4576418019332482,0.04838509782379302,0.03753933661438523,0.0,0.11471919084375831,0.32552552552552555,0.06482875423409862,0.27742280313889367,0.2448756809462238,0.05451139754905074,0.05188886793638822,0.05071782333396026,0.055850891410048634,0.002134083701817857,0.034803974484950706,0.2914789422135166,0.3180731361112976,0.224587256233446,0.022030860540782998,0.7703989962686709,0.41166292481840355,0.39326762077644273,0.3063572444008332,0.16449515321878933,0.375,0.6921063980137457,0.40068064357575317,0.045407362690704924,0.038136419300430775,0.05310469495855352
9/28/2007,0.061883210761204344,0.03382211511213511,0.03883782055111386,0.5264562892706489,0.5454675377705187,0.5454675377705187,1.0,1.0,1.0,0.22477414429316706,0.9024877106905332,0.05853074448853095,0.023995643143016356,0.1910877301562744,1.0,0.09751228930946663,0.024936905250946818,0.05046538937078105,0.42450908267783377,0.28977395825810653,0.43939430648092065,0.42736098100996334,0.41864247066690985,0.04838509782379302,0.03753933661438523,0.0,0.11471919084375831,0.30990990990990996,0.06482875423409862,0.3145453220281335,0.2805392458189372,0.06394056765508921,0.061883210761204344,0.059933546486113716,0.06249594813614263,0.010794774689638473,0.5601807601349645,0.32810969637610216,0.75199425144288,0.607856708277177,0.23999603503150116,0.7433409888663455,0.42897131260542926,0.48094357655228026,0.30737905274438176,0.1768759582310502,0.5,0.6916443974844838,0.42863988662575564,0.04803009884043792,0.03922356727747313,0.057353070555237785
10/31/2007,0.0332516185806776,0.10399502272752588,0.03883782055111386,0.4378518468554943,0.5454675377705187,0.5454675377705187,1.0,1.0,1.0,0.22477414429316706,0.9024877106905332,0.05853074448853095,0.023995643143016356,0.1910877301562744,1.0,0.09751228930946663,0.007276538067568785,0.05046538937078105,0.42450908267783377,0.1993452251992008,0.43939430648092065,0.5670186494081579,0.5410967232050581,0.04838509782379302,0.03753933661438523,0.0,0.11471919084375831,0.3591591591591592,0.06482875423409862,0.20835256675007902,0.1783672834926624,0.03673249095180646,0.0332516185806776,0.0336029089085324,0.03666126418152351,0.005662037983878362,0.4999448425070304,0.2810969637610189,0.4036699205187844,0.38886987457162153,0.2946532141943487,0.8753360791582371,0.1058859301858268,0.11553032896727973,0.30822113468944673,0.1732941423312181,0.375,0.6798851721475159,0.12568585012657088,0.02455394939769544,0.019494444830637458,0.029910157756494558
